startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2021-01-01T00:00:00Z","2021-01-01T00:30:00Z",0.0456,0.0455,0.0457,0.0000,178,0.0705,0.0000,0,2208.252,2197.105,2217.134,29.874,180,0.815,0.407,0
"2021-01-01T00:30:00Z","2021-01-01T01:00:00Z",0.0454,0.0453,0.0455,0.0000,180,0.0705,0.0000,0,2221.056,2213.621,2227.188,9.595,180,0.462,0.231,0
"2021-01-01T01:00:00Z","2021-01-01T01:30:00Z",0.0452,0.0450,0.0453,0.0000,180,0.0705,0.0000,0,2234.655,2223.275,2248.384,46.982,180,1.022,0.511,0
"2021-01-01T01:30:00Z","2021-01-01T02:00:00Z",0.0449,0.0447,0.0450,0.0000,180,0.0705,0.0000,0,2256.177,2243.869,2268.271,34.342,180,0.874,0.437,0
"2021-01-01T02:00:00Z","2021-01-01T02:30:00Z",0.0446,0.0444,0.0447,0.0000,180,0.0705,0.0000,0,2277.129,2262.059,2289.982,45.547,180,1.006,0.503,0
"2021-01-01T02:30:00Z","2021-01-01T03:00:00Z",0.0443,0.0442,0.0444,0.0000,180,0.0705,0.0000,0,2298.197,2286.311,2310.228,30.664,180,0.825,0.413,0
"2021-01-01T03:00:00Z","2021-01-01T03:30:00Z",0.0441,0.0440,0.0442,0.0000,180,0.0705,0.0000,0,2319.134,2305.580,2334.440,58.170,180,1.137,0.568,0
"2021-01-01T03:30:00Z","2021-01-01T04:00:00Z",0.0439,0.0438,0.0440,0.0000,179,0.0705,0.0000,0,2340.357,2328.779,2349.708,22.364,180,0.705,0.352,0
"2021-01-01T04:00:00Z","2021-01-01T04:30:00Z",0.0437,0.0437,0.0438,0.0000,173,0.0705,0.0000,0,2353.477,2345.894,2361.866,11.395,180,0.503,0.252,0
"2021-01-01T04:30:00Z","2021-01-01T05:00:00Z",0.0436,0.0436,0.0437,0.0000,167,0.0705,0.0000,0,2361.216,2356.106,2366.052,4.716,180,0.324,0.162,0
"2021-01-01T05:00:00Z","2021-01-01T05:30:00Z",0.0435,0.0435,0.0436,0.0000,175,0.0705,0.0000,0,2368.553,2362.199,2376.063,11.847,180,0.513,0.257,0
"2021-01-01T05:30:00Z","2021-01-01T06:00:00Z",0.0434,0.0433,0.0435,0.0000,180,0.0705,0.0000,0,2379.111,2372.185,2385.944,9.795,180,0.467,0.233,0
"2021-01-01T06:00:00Z","2021-01-01T06:30:00Z",0.0432,0.0432,0.0433,0.0000,173,0.0705,0.0000,0,2387.742,2382.040,2391.756,5.012,180,0.334,0.167,0
"2021-01-01T06:30:00Z","2021-01-01T07:00:00Z",0.0431,0.0431,0.0432,0.0000,163,0.0705,0.0000,0,2391.400,2386.829,2394.599,2.358,180,0.229,0.114,0
"2021-01-01T07:00:00Z","2021-01-01T07:30:00Z",0.0430,0.0430,0.0431,0.0000,165,0.0705,0.0000,0,2393.663,2389.591,2398.101,2.010,180,0.211,0.106,0
"2021-01-01T07:30:00Z","2021-01-01T08:00:00Z",0.0429,0.0429,0.0430,0.0000,164,0.0705,0.0000,0,2397.679,2394.160,2401.575,2.453,180,0.233,0.117,0
"2021-01-01T08:00:00Z","2021-01-01T08:30:00Z",0.0428,0.0428,0.0429,0.0000,172,0.0705,0.0000,0,2401.606,2397.621,2405.054,2.655,180,0.243,0.121,0
"2021-01-01T08:30:00Z","2021-01-01T09:00:00Z",0.0427,0.0426,0.0428,0.0000,172,0.0705,0.0000,0,2404.734,2399.965,2408.141,3.329,180,0.272,0.136,0
"2021-01-01T09:00:00Z","2021-01-01T09:30:00Z",0.0426,0.0425,0.0426,0.0000,179,0.0705,0.0000,0,2410.391,2405.984,2414.837,4.765,180,0.325,0.163,0
"2021-01-01T09:30:00Z","2021-01-01T10:00:00Z",0.0424,0.0423,0.0425,0.0000,178,0.0705,0.0000,0,2414.999,2411.633,2419.057,2.759,180,0.248,0.124,0
"2021-01-01T10:00:00Z","2021-01-01T10:30:00Z",0.0423,0.0422,0.0423,0.0000,174,0.0705,0.0000,0,2417.838,2415.746,2419.813,1.000,180,0.149,0.075,0
"2021-01-01T10:30:00Z","2021-01-01T11:00:00Z",0.0422,0.0421,0.0422,0.0000,171,0.0705,0.0000,0,2417.994,2415.469,2420.346,1.018,180,0.150,0.075,0
"2021-01-01T11:00:00Z","2021-01-01T11:30:00Z",0.0420,0.0420,0.0421,0.0000,171,0.0705,0.0000,0,2419.388,2415.702,2423.137,1.954,180,0.208,0.104,0
"2021-01-01T11:30:00Z","2021-01-01T12:00:00Z",0.0419,0.0419,0.0420,0.0000,170,0.0705,0.0000,0,2420.663,2418.102,2423.784,1.448,180,0.179,0.090,0
"2021-01-01T12:00:00Z","2021-01-01T12:30:00Z",0.0418,0.0418,0.0419,0.0000,170,0.0705,0.0000,0,2421.173,2418.242,2423.690,1.172,180,0.161,0.081,0
