startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2022-04-01T00:00:00Z","2022-04-01T00:30:00Z",0.1107,0.1102,0.1114,0.0000,180,0.2135,0.0000,0,2011.562,1996.257,2022.639,36.842,178,0.910,0.455,0
"2022-04-01T00:30:00Z","2022-04-01T01:00:00Z",0.1096,0.1090,0.1105,0.0000,180,0.2135,0.0000,0,2032.175,2013.724,2044.309,50.835,180,1.063,0.531,0
"2022-04-01T01:00:00Z","2022-04-01T01:30:00Z",0.1084,0.1077,0.1090,0.0000,180,0.2135,0.0000,0,2054.102,2042.887,2066.126,44.960,180,1.000,0.500,0
"2022-04-01T01:30:00Z","2022-04-01T02:00:00Z",0.1071,0.1065,0.1077,0.0000,180,0.2135,0.0000,0,2073.419,2064.678,2083.524,19.865,180,0.664,0.332,0
"2022-04-01T02:00:00Z","2022-04-01T02:30:00Z",0.1059,0.1053,0.1065,0.0000,180,0.2135,0.0000,0,2090.161,2082.730,2098.726,20.645,180,0.677,0.339,0
"2022-04-01T02:30:00Z","2022-04-01T03:00:00Z",0.1048,0.1043,0.1053,0.0000,180,0.2135,0.0000,0,2103.774,2097.839,2111.170,13.088,180,0.539,0.270,0
"2022-04-01T03:00:00Z","2022-04-01T03:30:00Z",0.1038,0.1033,0.1044,0.0000,180,0.2135,0.0000,0,2115.158,2106.879,2121.642,11.186,180,0.499,0.249,0
"2022-04-01T03:30:00Z","2022-04-01T04:00:00Z",0.1029,0.1024,0.1033,0.0000,180,0.2135,0.0000,0,2123.962,2119.371,2129.034,4.023,180,0.299,0.149,0
"2022-04-01T04:00:00Z","2022-04-01T04:30:00Z",0.1020,0.1016,0.1025,0.0000,180,0.2135,0.0000,0,2132.555,2126.919,2138.137,9.704,180,0.464,0.232,0
"2022-04-01T04:30:00Z","2022-04-01T05:00:00Z",0.1012,0.1008,0.1016,0.0000,180,0.2135,0.0000,0,2140.800,2135.268,2144.961,4.806,180,0.327,0.163,0
"2022-04-01T05:00:00Z","2022-04-01T05:30:00Z",0.1004,0.1000,0.1008,0.0000,180,0.2135,0.0000,0,2147.349,2143.418,2150.682,2.983,180,0.257,0.129,0
"2022-04-01T05:30:00Z","2022-04-01T06:00:00Z",0.0996,0.0993,0.1000,0.0000,180,0.2135,0.0000,0,2151.560,2148.107,2155.567,3.024,180,0.259,0.130,0
"2022-04-01T06:00:00Z","2022-04-01T06:30:00Z",0.0989,0.0986,0.0993,0.0000,180,0.2135,0.0000,0,2154.448,2151.897,2156.162,0.563,180,0.112,0.056,0
"2022-04-01T06:30:00Z","2022-04-01T07:00:00Z",0.0983,0.0980,0.0987,0.0000,180,0.2135,0.0000,0,2148.488,2140.580,2153.933,10.339,180,0.479,0.240,0
"2022-04-01T07:00:00Z","2022-04-01T07:30:00Z",0.0978,0.0976,0.0981,0.0000,180,0.2135,0.0000,0,2136.998,2125.199,2143.828,24.383,180,0.736,0.368,0
"2022-04-01T07:30:00Z","2022-04-01T08:00:00Z",0.0973,0.0969,0.0977,0.0000,180,0.2135,0.0000,0,2113.728,2104.607,2129.229,42.490,180,0.972,0.486,0
"2022-04-01T08:00:00Z","2022-04-01T08:30:00Z",0.0967,0.0964,0.0969,0.0000,180,0.2135,0.0000,0,2105.524,2103.369,2108.402,0.954,180,0.146,0.073,0
"2022-04-01T08:30:00Z","2022-04-01T09:00:00Z",0.0962,0.0959,0.0964,0.0000,180,0.2135,0.0000,0,2104.283,2102.182,2105.994,0.536,180,0.109,0.055,0
