startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2018-09-01T00:00:00Z","2018-09-01T00:30:00Z",0.0619,0.0616,0.0622,0.0000,179,0.2135,0.0000,1,3168.369,3142.923,3181.005,67.036,171,1.252,0.626,1
"2018-09-01T00:30:00Z","2018-09-01T01:00:00Z",0.0614,0.0611,0.0620,0.0000,180,0.2135,0.0000,1,3181.591,3152.288,3206.864,97.723,128,1.748,0.874,1
"2018-09-01T01:00:00Z","2018-09-01T01:30:00Z",0.0609,0.0602,0.0618,0.0000,180,0.2135,0.0000,1,3210.042,3147.374,3251.708,1219.836,40,11.045,5.522,1
"2018-09-01T01:30:00Z","2018-09-01T02:00:00Z",0.0600,0.0593,0.0607,0.0000,180,0.2135,0.0000,1,3253.921,3189.516,3300.740,415.534,80,4.558,2.279,1
"2018-09-01T02:00:00Z","2018-09-01T02:30:00Z",0.0590,0.0587,0.0595,0.0000,180,0.2135,0.0000,1,3297.141,3250.839,3329.719,310.424,151,2.868,1.434,1
"2018-09-01T02:30:00Z","2018-09-01T03:00:00Z",0.0584,0.0581,0.0587,0.0000,180,0.2135,0.0000,1,3328.877,3310.303,3339.613,38.044,149,1.011,0.505,1
"2018-09-01T03:00:00Z","2018-09-01T03:30:00Z",0.0578,0.0576,0.0581,0.0000,180,0.2135,0.0000,1,3341.057,3328.013,3349.546,25.697,178,0.760,0.380,1
"2018-09-01T03:30:00Z","2018-09-01T04:00:00Z",0.0574,0.0572,0.0576,0.0000,180,0.2135,0.0000,1,3344.748,3339.077,3352.035,9.588,180,0.462,0.231,1
"2018-09-01T04:00:00Z","2018-09-01T04:30:00Z",0.0572,0.0569,0.0576,0.0000,176,0.2135,0.0000,1,3334.340,3282.660,3347.306,128.984,123,2.048,1.024,1
"2018-09-01T04:30:00Z","2018-09-01T05:00:00Z",0.0569,0.0566,0.0577,0.0000,180,0.2135,0.0000,1,3337.777,3283.517,3351.382,124.808,100,2.234,1.117,1
"2018-09-01T05:00:00Z","2018-09-01T05:30:00Z",0.0564,0.0561,0.0569,0.0000,179,0.2135,0.0000,1,3354.531,3316.624,3369.038,195.347,164,2.183,1.091,1
"2018-09-01T05:30:00Z","2018-09-01T06:00:00Z",0.0560,0.0558,0.0561,0.0000,180,0.2135,0.0000,1,3365.634,3359.579,3371.271,5.032,180,0.334,0.167,1
"2018-09-01T06:00:00Z","2018-09-01T06:30:00Z",0.0558,0.0556,0.0568,0.0000,170,0.2135,0.0000,1,3359.499,3320.649,3371.312,73.706,159,1.362,0.681,1
"2018-09-01T06:30:00Z","2018-09-01T07:00:00Z",0.0556,0.0553,0.0564,0.0000,178,0.2135,0.0000,1,3358.368,3322.537,3371.536,97.699,148,1.625,0.812,1
"2018-09-01T07:00:00Z","2018-09-01T07:30:00Z",0.0553,0.0551,0.0555,0.0000,180,0.2135,0.0000,1,3363.094,3342.383,3373.037,34.852,177,0.887,0.444,1
"2018-09-01T07:30:00Z","2018-09-01T08:00:00Z",0.0550,0.0549,0.0554,0.0000,173,0.2135,0.0000,1,3368.662,3324.733,3374.599,43.197,171,1.005,0.503,1
"2018-09-01T08:00:00Z","2018-09-01T08:30:00Z",0.0550,0.0548,0.0554,0.0000,180,0.2135,0.0000,1,3351.498,3331.112,3359.628,28.963,158,0.856,0.428,1
