startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2022-02-01T00:00:00Z","2022-02-01T00:30:00Z",0.0813,0.0811,0.0815,0.0000,178,0.2135,0.0000,0,2289.192,2287.043,2290.433,0.371,180,0.091,0.045,0
"2022-02-01T00:30:00Z","2022-02-01T01:00:00Z",0.0807,0.0804,0.0810,0.0000,180,0.2135,0.0000,0,2290.302,2288.864,2291.691,0.300,180,0.082,0.041,0
"2022-02-01T01:00:00Z","2022-02-01T01:30:00Z",0.0800,0.0796,0.0804,0.0000,180,0.2135,0.0000,0,2290.217,2288.606,2291.506,0.422,180,0.097,0.048,0
"2022-02-01T01:30:00Z","2022-02-01T02:00:00Z",0.0793,0.0789,0.0797,0.0000,180,0.2135,0.0000,0,2287.447,2283.670,2289.944,2.101,180,0.216,0.108,0
"2022-02-01T02:00:00Z","2022-02-01T02:30:00Z",0.0786,0.0782,0.0789,0.0000,180,0.2135,0.0000,0,2280.334,2274.917,2285.624,6.781,180,0.388,0.194,0
"2022-02-01T02:30:00Z","2022-02-01T03:00:00Z",0.0779,0.0777,0.0783,0.0000,180,0.2135,0.0000,0,2272.922,2269.262,2276.819,4.014,180,0.299,0.149,0
"2022-02-01T03:00:00Z","2022-02-01T03:30:00Z",0.0775,0.0773,0.0777,0.0000,180,0.2135,0.0000,0,2265.933,2262.598,2270.216,3.488,180,0.278,0.139,0
"2022-02-01T03:30:00Z","2022-02-01T04:00:00Z",0.0771,0.0770,0.0773,0.0000,180,0.2135,0.0000,0,2260.203,2256.744,2263.563,2.557,180,0.238,0.119,0
"2022-02-01T04:00:00Z","2022-02-01T04:30:00Z",0.0768,0.0767,0.0770,0.0000,175,0.2135,0.0000,0,2254.904,2251.709,2258.532,2.190,180,0.221,0.110,0
"2022-02-01T04:30:00Z","2022-02-01T05:00:00Z",0.0766,0.0764,0.0767,0.0000,162,0.2135,0.0000,1,2250.084,2247.469,2253.461,2.039,180,0.213,0.106,0
"2022-02-01T05:00:00Z","2022-02-01T05:30:00Z",0.0763,0.0762,0.0765,0.0000,174,0.2135,0.0000,0,2246.231,2243.256,2248.396,1.608,180,0.189,0.095,0
"2022-02-01T05:30:00Z","2022-02-01T06:00:00Z",0.0761,0.0759,0.0762,0.0000,171,0.2135,0.0000,0,2242.099,2239.038,2244.163,1.630,180,0.190,0.095,0
"2022-02-01T06:00:00Z","2022-02-01T06:30:00Z",0.0758,0.0757,0.0759,0.0000,163,0.2135,0.0000,0,2237.618,2234.789,2240.769,1.626,180,0.190,0.095,0
"2022-02-01T06:30:00Z","2022-02-01T07:00:00Z",0.0756,0.0754,0.0757,0.0000,180,0.2135,0.0000,0,2233.946,2232.238,2236.507,1.195,180,0.163,0.081,0
"2022-02-01T07:00:00Z","2022-02-01T07:30:00Z",0.0752,0.0751,0.0754,0.0000,167,0.2135,0.0000,0,2229.524,2226.259,2233.092,2.118,180,0.217,0.108,0
"2022-02-01T07:30:00Z","2022-02-01T08:00:00Z",0.0750,0.0748,0.0752,0.0000,173,0.2135,0.0000,0,2224.505,2221.134,2227.948,2.518,180,0.237,0.118,0
"2022-02-01T08:00:00Z","2022-02-01T08:30:00Z",0.0746,0.0745,0.0748,0.0000,174,0.2135,0.0000,0,2220.042,2216.785,2222.788,2.549,180,0.238,0.119,0
"2022-02-01T08:30:00Z","2022-02-01T09:00:00Z",0.0744,0.0743,0.0746,0.0000,177,0.2135,0.0000,0,2214.250,2210.802,2218.443,3.165,180,0.265,0.133,0
"2022-02-01T09:00:00Z","2022-02-01T09:30:00Z",0.0741,0.0740,0.0743,0.0000,176,0.2135,0.0000,0,2208.995,2205.665,2212.446,2.127,180,0.217,0.109,0
"2022-02-01T09:30:00Z","2022-02-01T10:00:00Z",0.0739,0.0739,0.0740,0.0000,147,0.2135,0.0000,1,2204.781,2201.391,2208.111,1.923,180,0.207,0.103,0
"2022-02-01T10:00:00Z","2022-02-01T10:30:00Z",0.0738,0.0738,0.0739,0.0000,148,0.2135,0.0000,1,2200.767,2198.811,2203.036,1.165,180,0.161,0.080,0
"2022-02-01T10:30:00Z","2022-02-01T11:00:00Z",0.0737,0.0736,0.0738,0.0000,134,0.2135,0.0000,1,2197.411,2195.399,2199.617,1.174,180,0.162,0.081,0
"2022-02-01T11:00:00Z","2022-02-01T11:30:00Z",0.0736,0.0734,0.0737,0.0000,156,0.2135,0.0000,1,2194.066,2191.958,2196.202,1.270,180,0.168,0.084,0
"2022-02-01T11:30:00Z","2022-02-01T12:00:00Z",0.0733,0.0732,0.0735,0.0000,176,0.2135,0.0000,0,2190.728,2188.412,2192.756,1.250,180,0.167,0.083,0
"2022-02-01T12:00:00Z","2022-02-01T12:30:00Z",0.0731,0.0729,0.0732,0.0000,174,0.2135,0.0000,0,2186.320,2183.273,2189.240,2.597,180,0.240,0.120,0
"2022-02-01T12:30:00Z","2022-02-01T13:00:00Z",0.0728,0.0727,0.0729,0.0000,156,0.2135,0.0000,1,2181.485,2178.179,2184.845,2.657,180,0.243,0.121,0
"2022-02-01T13:00:00Z","2022-02-01T13:30:00Z",0.0726,0.0726,0.0727,0.0000,151,0.2135,0.0000,1,2176.260,2173.050,2179.697,2.765,180,0.248,0.124,0
"2022-02-01T13:30:00Z","2022-02-01T14:00:00Z",0.0725,0.0724,0.0726,0.0000,161,0.2135,0.0000,1,2172.018,2168.787,2174.553,1.992,180,0.210,0.105,0
"2022-02-01T14:00:00Z","2022-02-01T14:30:00Z",0.0724,0.0723,0.0724,0.0000,139,0.2135,0.0000,1,2167.518,2164.670,2170.372,1.863,180,0.203,0.102,0
"2022-02-01T14:30:00Z","2022-02-01T15:00:00Z",0.0723,0.0722,0.0724,0.0000,152,0.2135,0.0000,1,2164.428,2162.853,2166.250,0.515,180,0.107,0.053,0
"2022-02-01T15:00:00Z","2022-02-01T15:30:00Z",0.0722,0.0722,0.0723,0.0000,148,0.2135,0.0000,1,2161.576,2159.610,2163.665,1.440,180,0.179,0.089,0
"2022-02-01T15:30:00Z","2022-02-01T16:00:00Z",0.0723,0.0722,0.0725,0.0000,169,0.2135,0.0000,0,2158.653,2157.375,2160.420,0.536,180,0.109,0.055,0
"2022-02-01T16:00:00Z","2022-02-01T16:30:00Z",0.0726,0.0724,0.0729,0.0000,174,0.2135,0.0000,0,2158.893,2157.514,2161.011,0.397,180,0.094,0.047,0
"2022-02-01T16:30:00Z","2022-02-01T17:00:00Z",0.0731,0.0729,0.0734,0.0000,180,0.2135,0.0000,0,2160.900,2158.707,2163.974,1.468,180,0.181,0.090,0
"2022-02-01T17:00:00Z","2022-02-01T17:30:00Z",0.0737,0.0734,0.0740,0.0000,180,0.2135,0.0000,0,2166.433,2162.419,2170.105,3.978,180,0.297,0.149,0
"2022-02-01T17:30:00Z","2022-02-01T18:00:00Z",0.0743,0.0740,0.0746,0.0000,180,0.2135,0.0000,0,2175.019,2169.315,2180.200,9.018,180,0.448,0.224,0
"2022-02-01T18:00:00Z","2022-02-01T18:30:00Z",0.0750,0.0746,0.0753,0.0000,180,0.2135,0.0000,0,2184.027,2179.396,2189.424,7.067,180,0.396,0.198,0
"2022-02-01T18:30:00Z","2022-02-01T19:00:00Z",0.0757,0.0753,0.0761,0.0000,180,0.2135,0.0000,0,2193.864,2188.604,2200.190,9.494,180,0.459,0.230,0
"2022-02-01T19:00:00Z","2022-02-01T19:30:00Z",0.0765,0.0760,0.0770,0.0000,180,0.2135,0.0000,0,2204.010,2198.506,2209.081,7.041,180,0.396,0.198,0
"2022-02-01T19:30:00Z","2022-02-01T20:00:00Z",0.0774,0.0769,0.0779,0.0000,180,0.2135,0.0000,0,2214.560,2208.201,2221.952,13.444,180,0.547,0.273,0
"2022-02-01T20:00:00Z","2022-02-01T20:30:00Z",0.0781,0.0778,0.0783,0.0000,173,0.2135,0.0000,0,2228.829,2220.997,2236.819,17.334,180,0.621,0.310,0
"2022-02-01T20:30:00Z","2022-02-01T21:00:00Z",0.0783,0.0783,0.0784,0.0000,148,0.2135,0.0000,1,2241.751,2235.921,2246.957,10.343,180,0.479,0.240,0
"2022-02-01T21:00:00Z","2022-02-01T21:30:00Z",0.0785,0.0784,0.0785,0.0000,157,0.2135,0.0000,1,2249.705,2246.049,2252.891,3.387,180,0.274,0.137,0
"2022-02-01T21:30:00Z","2022-02-01T22:00:00Z",0.0786,0.0785,0.0786,0.0000,150,0.2135,0.0000,1,2255.840,2252.789,2259.715,3.200,180,0.267,0.133,0
"2022-02-01T22:00:00Z","2022-02-01T22:30:00Z",0.0786,0.0786,0.0786,0.0000,160,0.2135,0.0000,1,2261.732,2257.928,2264.988,2.687,180,0.244,0.122,0
"2022-02-01T22:30:00Z","2022-02-01T23:00:00Z",0.0785,0.0785,0.0786,0.0000,159,0.2135,0.0000,1,2266.337,2263.193,2268.479,1.408,180,0.177,0.088,0
"2022-02-01T23:00:00Z","2022-02-01T23:30:00Z",0.0785,0.0783,0.0785,0.0000,170,0.2135,0.0000,0,2269.893,2267.606,2273.063,1.903,180,0.206,0.103,0
"2022-02-01T23:30:00Z","2022-02-02T00:00:00Z",0.0782,0.0781,0.0783,0.0000,174,0.2135,0.0000,0,2273.169,2271.310,2275.106,0.550,180,0.111,0.055,0
"2022-02-02T00:00:00Z","2022-02-02T00:30:00Z",0.0779,0.0777,0.0781,0.0000,180,0.2135,0.0000,0,2274.148,2272.559,2276.161,0.447,180,0.100,0.050,0
