startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2020-03-01T00:00:00Z","2020-03-01T00:30:00Z",0.0696,0.0694,0.0698,0.0000,180,0.0705,0.0000,0,1908.328,1904.949,1912.040,2.628,180,0.242,0.121,0
"2020-03-01T00:30:00Z","2020-03-01T01:00:00Z",0.0692,0.0690,0.0694,0.0000,180,0.0705,0.0000,0,1907.915,1899.741,1912.102,9.265,180,0.454,0.227,0
"2020-03-01T01:00:00Z","2020-03-01T01:30:00Z",0.0688,0.0685,0.0690,0.0000,180,0.0705,0.0000,0,1898.874,1895.918,1904.032,2.029,180,0.212,0.106,0
"2020-03-01T01:30:00Z","2020-03-01T02:00:00Z",0.0683,0.0681,0.0685,0.0000,180,0.0705,0.0000,0,1900.972,1898.793,1902.894,0.720,180,0.126,0.063,0
"2020-03-01T02:00:00Z","2020-03-01T02:30:00Z",0.0679,0.0677,0.0681,0.0000,180,0.0705,0.0000,0,1888.094,1880.403,1899.984,32.161,180,0.845,0.423,0
"2020-03-01T02:30:00Z","2020-03-01T03:00:00Z",0.0675,0.0673,0.0677,0.0000,180,0.0705,0.0000,0,1904.493,1890.483,1912.344,31.651,180,0.839,0.419,0
"2020-03-01T03:00:00Z","2020-03-01T03:30:00Z",0.0671,0.0670,0.0673,0.0000,180,0.0705,0.0000,0,1917.672,1910.356,1927.024,22.877,180,0.713,0.357,0
"2020-03-01T03:30:00Z","2020-03-01T04:00:00Z",0.0668,0.0667,0.0670,0.0000,180,0.0705,0.0000,0,1942.108,1925.748,1955.042,73.748,180,1.280,0.640,0
"2020-03-01T04:00:00Z","2020-03-01T04:30:00Z",0.0665,0.0664,0.0667,0.0000,180,0.0705,0.0000,0,1956.730,1952.408,1960.477,3.130,180,0.264,0.132,0
"2020-03-01T04:30:00Z","2020-03-01T05:00:00Z",0.0662,0.0661,0.0664,0.0000,180,0.0705,0.0000,0,1961.426,1958.487,1963.667,1.370,180,0.174,0.087,0
"2020-03-01T05:00:00Z","2020-03-01T05:30:00Z",0.0659,0.0658,0.0661,0.0000,179,0.0705,0.0000,0,1964.591,1962.334,1966.064,0.540,179,0.110,0.055,0
"2020-03-01T05:30:00Z","2020-03-01T06:00:00Z",0.0656,0.0655,0.0658,0.0000,180,0.0705,0.0000,0,1965.871,1964.538,1966.920,0.211,180,0.068,0.034,0
"2020-03-01T06:00:00Z","2020-03-01T06:30:00Z",0.0654,0.0653,0.0655,0.0000,174,0.0705,0.0000,0,1966.149,1965.284,1967.085,0.183,180,0.064,0.032,0
"2020-03-01T06:30:00Z","2020-03-01T07:00:00Z",0.0652,0.0652,0.0653,0.0000,169,0.0705,0.0000,0,1965.912,1964.859,1966.892,0.211,180,0.068,0.034,0
"2020-03-01T07:00:00Z","2020-03-01T07:30:00Z",0.0651,0.0650,0.0651,0.0000,165,0.0705,0.0000,0,1965.717,1964.877,1966.671,0.164,179,0.060,0.030,0
"2020-03-01T07:30:00Z","2020-03-01T08:00:00Z",0.0649,0.0648,0.0650,0.0000,172,0.0705,0.0000,0,1966.014,1965.081,1967.064,0.229,180,0.071,0.036,0
"2020-03-01T08:00:00Z","2020-03-01T08:30:00Z",0.0647,0.0647,0.0648,0.0000,166,0.0705,0.0000,0,1966.471,1965.480,1967.690,0.176,180,0.062,0.031,0
"2020-03-01T08:30:00Z","2020-03-01T09:00:00Z",0.0646,0.0645,0.0647,0.0000,177,0.0705,0.0000,0,1966.971,1965.854,1967.973,0.211,180,0.068,0.034,0
"2020-03-01T09:00:00Z","2020-03-01T09:30:00Z",0.0644,0.0643,0.0645,0.0000,179,0.0705,0.0000,0,1967.670,1966.529,1968.857,0.192,180,0.065,0.033,0
"2020-03-01T09:30:00Z","2020-03-01T10:00:00Z",0.0642,0.0641,0.0643,0.0000,173,0.0705,0.0000,0,1968.022,1966.971,1968.999,0.169,180,0.061,0.031,0
"2020-03-01T10:00:00Z","2020-03-01T10:30:00Z",0.0640,0.0640,0.0641,0.0000,170,0.0705,0.0000,0,1967.730,1966.801,1968.713,0.178,180,0.063,0.031,0
"2020-03-01T10:30:00Z","2020-03-01T11:00:00Z",0.0639,0.0638,0.0639,0.0000,171,0.0705,0.0000,0,1967.623,1966.519,1968.549,0.205,180,0.068,0.034,0
"2020-03-01T11:00:00Z","2020-03-01T11:30:00Z",0.0637,0.0636,0.0638,0.0000,171,0.0705,0.0000,0,1967.579,1966.533,1968.566,0.176,180,0.063,0.031,0
